machine_id,status,temperature,vibration,vibration_rms,timestamp
1,RUN,25.8,0.87,0.71,66569
1,RUN,24.6,1.37,1.12,67074
1,RUN,25.4,1.05,0.86,67577
1,RUN,24.9,0.95,0.78,68082
1,RUN,26.6,1.04,0.85,68586
1,STOP,24.9,1.19,0.98,69091
1,STOP,25.1,0.88,0.72,69595
1,RUN,26.1,1.19,0.98,70099
1,RUN,23.0,1.15,0.94,70604
1,STOP,24.1,0.5,0.41,71108
1,RUN,23.1,1.28,1.05,71613
1,STOP,26.8,0.61,0.5,72117
1,RUN,26.7,1.21,0.99,72622
1,RUN,24.4,0.91,0.75,73125
1,RUN,25.2,0.91,0.75,73630
1,RUN,26.8,1.48,1.21,74134
1,RUN,26.2,0.9,0.74,74639
1,RUN,24.6,1.21,0.99,75143
1,RUN,23.6,0.59,0.48,75648
1,RUN,24.0,0.7,0.57,76151
1,RUN,24.2,1.37,1.12,76656
1,RUN,24.0,1.19,0.98,77160
1,STOP,25.3,1.2,0.98,77665
1,RUN,23.6,0.69,0.57,78169
1,RUN,26.1,0.81,0.66,78673
1,RUN,23.8,0.51,0.42,79177
1,RUN,24.5,1.48,1.21,79682
1,RUN,24.9,0.52,0.43,80186
1,RUN,24.2,1.36,1.12,80691
1,RUN,26.9,1.25,1.02,81195
1,RUN,25.8,0.92,0.75,81699
1,RUN,25.9,0.73,0.6,82203
1,RUN,25.4,1.29,1.06,82708
1,RUN,26.4,1.23,1.01,83212
1,RUN,24.1,1.4,1.15,83717
1,RUN,23.5,0.59,0.48,84220
1,RUN,25.7,1.44,1.18,84725
1,RUN,24.5,0.53,0.43,85229
1,STOP,23.1,0.67,0.55,85734
1,RUN,23.5,1.48,1.21,86238
1,RUN,24.8,1.26,1.03,86743
1,STOP,23.6,1.25,1.02,87246
1,RUN,26.1,1.14,0.93,87751
1,RUN,26.0,0.75,0.61,88255
1,RUN,24.0,1.19,0.98,88760
1,STOP,25.3,0.87,0.71,89264
1,STOP,26.7,0.54,0.44,89768
1,RUN,26.9,1.01,0.83,90272
1,RUN,23.8,1.48,1.21,90777
1,RUN,24.5,0.83,0.68,91281
1,RUN,23.3,1.1,0.9,91786
1,RUN,24.4,1.44,1.18,92290
1,RUN,26.7,0.98,0.8,92794
1,RUN,24.6,1.22,1.0,93298
1,STOP,23.4,0.71,0.58,93803
1,STOP,25.3,0.65,0.53,94307
1,RUN,26.6,1.3,1.07,94812
1,RUN,26.1,1.18,0.97,95315
1,RUN,24.1,0.98,0.8,95820
1,RUN,25.6,1.38,1.13,96324
1,RUN,23.8,0.74,0.61,96829
1,RUN,24.4,0.88,0.72,97333
1,STOP,25.3,1.21,0.99,97838
1,RUN,23.4,0.58,0.48,98342
1,RUN,24.0,0.82,0.67,98846
1,STOP,24.6,1.14,0.93,99350
1,RUN,26.6,1.19,0.98,99855
1,RUN,23.3,0.9,0.74,100360
1,RUN,23.0,1.45,1.19,100864
1,RUN,25.5,1.24,1.02,101368
1,RUN,24.8,1.16,0.95,101872
1,RUN,25.5,0.83,0.68,102377
1,RUN,24.2,1.34,1.1,102881
1,RUN,23.9,1.46,1.2,103386
1,RUN,24.0,0.89,0.73,103890
1,STOP,24.6,1.02,0.84,104394
1,RUN,23.0,1.09,0.89,104899
1,STOP,25.1,0.53,0.43,105403
1,RUN,25.6,1.36,1.12,105908
1,RUN,26.7,0.75,0.61,106413
1,RUN,24.8,1.16,0.95,106916
1,RUN,26.7,1.11,0.91,107421
1,RUN,26.0,0.8,0.66,107925
1,RUN,24.0,1.03,0.84,108430
1,RUN,24.1,0.64,0.52,108935
1,RUN,25.2,1.21,0.99,109438
1,STOP,24.5,1.37,1.12,109943
1,RUN,26.9,0.76,0.62,110447
1,RUN,26.0,1.39,1.14,110952
1,STOP,23.6,0.69,0.57,111457
1,RUN,24.1,1.08,0.89,111961
1,RUN,26.0,0.9,0.74,112465
1,RUN,23.4,1.08,0.89,112969
1,RUN,23.6,0.81,0.66,113474
1,RUN,24.6,0.65,0.53,113979
1,RUN,23.3,1.1,0.9,114483
1,RUN,23.4,1.45,1.19,114988
1,STOP,24.9,1.48,1.21,115491
1,RUN,24.3,0.75,0.61,115996
1,RUN,25.4,0.97,0.8,116501
1,RUN,23.7,1.45,1.19,117005
1,RUN,24.9,1.11,0.91,117510
1,STOP,23.2,0.82,0.67,118013
1,RUN,23.4,0.6,0.49,118518
1,RUN,25.4,0.92,0.75,119023
1,RUN,26.5,0.76,0.62,119527
1,STOP,25.3,1.38,1.13,120032
1,RUN,26.3,1.02,0.84,120536
1,RUN,25.3,0.6,0.49,121040
1,RUN,23.2,1.38,1.13,121544
1,RUN,26.5,0.86,0.71,122049
1,STOP,26.5,0.59,0.48,122554
1,RUN,26.1,0.87,0.71,123058
1,RUN,25.2,0.81,0.66,123563
1,RUN,23.0,0.81,0.66,124066
1,RUN,24.4,1.39,1.14,124571
1,RUN,23.6,0.93,0.76,125076
1,RUN,24.5,0.73,0.6,125580
1,RUN,23.4,1.29,1.06,126085
1,RUN,26.9,1.47,1.21,126588
1,RUN,23.2,0.71,0.58,127093
1,RUN,26.0,0.59,0.48,127598
1,RUN,24.0,0.84,0.69,128102
1,STOP,25.5,1.34,1.1,128607
1,RUN,25.1,0.99,0.81,129111
1,STOP,26.0,0.99,0.81,129615
1,STOP,24.3,0.94,0.77,130120
1,RUN,24.5,1.16,0.95,130624
1,RUN,23.8,0.84,0.69,131129
1,RUN,26.9,1.01,0.83,131633
1,STOP,24.8,1.39,1.14,132137
1,RUN,24.0,1.26,1.03,132642
1,RUN,26.9,0.85,0.7,133146
1,RUN,26.3,1.02,0.84,133651
1,RUN,26.8,1.17,0.96,134155
1,RUN,26.4,1.23,1.01,134660
1,RUN,24.4,0.8,0.66,135164
1,RUN,24.3,1.06,0.87,135668
1,RUN,23.4,0.85,0.7,136173
1,RUN,24.8,0.66,0.54,136677
1,RUN,24.1,1.48,1.21,137182
1,RUN,23.6,1.0,0.82,137686
1,STOP,26.0,0.76,0.62,138190
1,RUN,23.0,1.13,0.93,138695
1,STOP,23.9,0.99,0.81,139199
1,RUN,25.3,1.05,0.86,139704
1,RUN,25.8,1.41,1.16,140209
1,RUN,23.3,1.17,0.96,140712
1,RUN,24.9,0.78,0.64,141217
1,RUN,24.1,0.6,0.49,141721
1,RUN,25.4,0.62,0.51,142226
1,RUN,24.2,0.72,0.59,142730
1,RUN,24.9,1.25,1.02,143235
1,RUN,26.9,0.55,0.45,143739
1,RUN,23.5,0.72,0.59,144243
1,STOP,26.9,1.18,0.97,144748
1,RUN,25.3,1.21,0.99,145252
1,STOP,23.6,0.57,0.47,145757
1,RUN,23.4,1.2,0.98,146262
1,RUN,24.1,0.5,0.41,146765
1,RUN,25.9,0.51,0.42,147270
1,RUN,26.4,0.75,0.61,147774
1,RUN,25.4,1.16,0.95,148279
1,RUN,24.1,0.5,0.41,148784
1,RUN,24.0,1.41,1.16,149287
1,RUN,26.8,0.89,0.73,149792
1,STOP,23.7,0.65,0.53,150296
1,RUN,25.0,1.19,0.98,150801
1,RUN,24.9,1.33,1.09,151305
1,RUN,24.3,0.79,0.65,151810
1,RUN,23.2,1.41,1.16,152314
1,RUN,26.1,0.65,0.53,152818
1,STOP,26.4,0.77,0.63,153323
1,RUN,26.6,0.82,0.67,153827
1,RUN,24.3,1.17,0.96,154332
1,RUN,23.2,1.26,1.03,154836
1,RUN,24.3,1.02,0.84,155340
1,RUN,25.8,1.14,0.93,155845
1,RUN,23.8,0.74,0.61,156349
1,RUN,23.8,1.47,1.21,156854
1,RUN,26.7,1.07,0.88,157359
1,RUN,25.4,1.13,0.93,157862
1,RUN,23.8,0.61,0.5,158367
1,RUN,24.7,0.66,0.54,158871
1,RUN,24.0,0.54,0.44,159376
1,RUN,26.7,1.0,0.82,159880
1,RUN,23.4,1.23,1.01,160385
1,RUN,23.6,1.49,1.22,160889
1,STOP,24.6,0.94,0.77,161393
1,RUN,26.1,0.71,0.58,161898
1,RUN,26.5,0.96,0.79,162402
1,RUN,25.8,0.77,0.63,162907
1,RUN,23.3,1.07,0.88,163411
1,RUN,23.9,1.04,0.85,163915
1,RUN,26.0,1.28,1.05,164420
1,RUN,26.6,1.33,1.09,164924
1,RUN,23.6,0.61,0.5,165429
1,RUN,23.7,1.01,0.83,165933
1,RUN,24.1,0.73,0.6,166437
1,RUN,23.0,0.58,0.48,166942
1,RUN,26.7,1.3,1.07,167446
1,STOP,25.3,1.29,1.06,167951
1,RUN,26.1,1.33,1.09,168455
1,RUN,23.6,1.24,1.02,168960
1,RUN,26.7,1.48,1.21,169464
1,RUN,24.3,0.71,0.58,169968
1,RUN,25.3,0.59,0.48,170473
1,RUN,25.8,0.74,0.61,170977
1,RUN,23.3,1.3,1.07,171482
1,RUN,23.3,0.79,0.65,171985
1,RUN,26.2,1.49,1.22,172490
1,RUN,23.9,0.77,0.63,172995
1,RUN,23.9,0.91,0.75,173499
1,RUN,26.7,0.92,0.75,174004
1,RUN,26.8,1.04,0.85,174508
1,RUN,26.9,1.06,0.87,175012
1,RUN,26.5,0.87,0.71,175517
1,RUN,25.2,0.95,0.78,176021
1,RUN,26.4,1.05,0.86,176526
1,RUN,24.6,1.43,1.17,177030
1,STOP,25.6,0.98,0.8,177534
1,STOP,25.3,0.71,0.58,178039
1,RUN,26.7,0.85,0.7,178543
1,RUN,26.1,1.21,0.99,179048
1,STOP,23.8,0.82,0.67,179552
1,RUN,25.7,0.63,0.52,180057
1,RUN,26.4,0.5,0.41,180561
1,STOP,24.0,1.24,1.02,181065
1,RUN,26.4,1.48,1.21,181570
1,RUN,23.1,0.6,0.49,182074
1,RUN,26.0,1.25,1.02,182579
1,RUN,25.7,0.62,0.51,183084
1,RUN,26.0,0.85,0.7,183587
1,RUN,26.4,1.08,0.89,184092
1,STOP,25.6,0.92,0.75,184596
1,RUN,24.8,1.17,0.96,185101
1,RUN,24.9,0.67,0.55,185606
1,RUN,26.0,1.39,1.14,186109
1,STOP,26.0,1.25,1.02,186614
1,STOP,24.8,0.56,0.46,187118
1,RUN,25.5,0.71,0.58,187623
1,RUN,24.1,1.46,1.2,188128
1,RUN,25.9,1.42,1.16,188632
1,RUN,24.8,1.18,0.97,189136
1,RUN,25.3,1.15,0.94,189640
1,RUN,23.0,1.26,1.03,190145
1,RUN,23.5,1.02,0.84,190650
1,RUN,24.2,0.99,0.81,191154
1,STOP,24.7,1.4,1.15,191659
1,RUN,24.8,1.21,0.99,192162
1,RUN,23.8,1.33,1.09,192667
1,RUN,24.8,1.33,1.09,193172
1,RUN,23.9,0.88,0.72,193676
1,RUN,26.7,0.82,0.67,194181
1,RUN,24.6,1.06,0.87,194684
1,RUN,26.1,0.69,0.57,195189
1,RUN,24.1,1.19,0.98,195693
1,RUN,26.9,0.6,0.49,196198
1,STOP,24.3,1.21,0.99,196703
1,RUN,26.4,1.4,1.15,197207
1,RUN,24.3,0.7,0.57,197711
1,RUN,23.2,0.6,0.49,198215
1,RUN,26.4,0.79,0.65,198720
1,RUN,25.0,1.05,0.86,199225
1,RUN,25.7,0.89,0.73,199729
1,RUN,25.9,0.57,0.47,200233
1,STOP,24.4,0.52,0.43,200737
1,RUN,23.9,1.07,0.88,201242
1,RUN,26.1,1.29,1.06,201747
1,RUN,23.4,1.0,0.82,202251
1,STOP,23.1,1.18,0.97,202756
1,RUN,23.3,0.73,0.6,203259
1,RUN,25.3,1.11,0.91,203764
1,RUN,25.1,0.6,0.49,204268
1,RUN,26.6,1.04,0.85,204773
1,STOP,23.2,1.21,0.99,205278
1,STOP,25.9,1.31,1.07,205782
1,RUN,25.7,1.43,1.17,206286
1,RUN,23.8,1.19,0.98,206791
1,RUN,26.6,0.79,0.65,207295
1,RUN,24.7,1.37,1.12,207800
1,RUN,23.0,0.84,0.69,208304
1,STOP,26.7,1.1,0.9,208808
1,RUN,25.4,1.17,0.96,209313
1,RUN,26.9,0.79,0.65,209817
1,STOP,23.4,1.04,0.85,210322
1,RUN,25.2,0.75,0.61,210826
1,RUN,24.7,1.29,1.06,211331
1,RUN,25.8,0.94,0.77,211834
1,RUN,23.8,1.3,1.07,212339
1,RUN,24.3,0.55,0.45,212844
1,RUN,24.7,1.2,0.98,213348
1,RUN,24.0,1.39,1.14,213853
1,RUN,24.8,0.63,0.52,214356
1,RUN,25.3,0.54,0.44,214861
1,RUN,24.9,0.89,0.73,215366
1,RUN,24.0,0.81,0.66,215870
1,STOP,26.7,0.69,0.57,216375
1,RUN,23.5,1.09,0.89,216879
1,RUN,25.8,1.39,1.14,217383
1,RUN,23.3,1.42,1.16,217888
1,STOP,26.9,1.48,1.21,218392
1,RUN,23.3,1.36,1.12,218897
1,RUN,23.7,0.96,0.79,219401
1,STOP,23.1,0.92,0.75,219906
1,RUN,26.5,0.76,0.62,220410
1,STOP,26.7,0.81,0.66,220914
1,RUN,23.6,1.04,0.85,221419
1,RUN,25.1,0.59,0.48,221923
1,RUN,24.3,1.07,0.88,222428
1,STOP,24.3,0.92,0.75,222932
1,RUN,25.8,0.67,0.55,223436
1,RUN,24.5,1.09,0.89,223941
1,RUN,24.9,1.43,1.17,224445
1,RUN,26.2,1.05,0.86,224950
1,RUN,23.3,1.05,0.86,225455
1,STOP,25.2,0.94,0.77,225958
1,RUN,24.6,0.94,0.77,226463
1,RUN,26.0,1.49,1.22,226967
1,STOP,24.9,1.19,0.98,227472
1,RUN,26.9,0.79,0.65,227977
1,STOP,23.3,0.67,0.55,228481
1,STOP,25.2,0.5,0.41,228985
1,RUN,24.9,1.13,0.93,229490
1,STOP,25.3,1.01,0.83,229994
1,RUN,25.8,1.24,1.02,230499
1,RUN,26.9,0.5,0.41,231003
1,RUN,26.8,0.96,0.79,231507
1,RUN,23.8,0.95,0.78,232012
1,RUN,24.6,0.71,0.58,232516
1,RUN,26.7,1.48,1.21,233021
1,STOP,26.1,0.68,0.56,233525
1,RUN,24.3,1.47,1.21,234030
1,RUN,25.8,1.4,1.15,234534
1,RUN,26.0,0.81,0.66,235038
1,RUN,23.2,0.75,0.61,235543
1,RUN,25.3,1.35,1.11,236047
1,RUN,24.7,0.52,0.43,236552
1,RUN,23.1,1.49,1.22,237056
1,STOP,25.5,0.73,0.6,237560
1,RUN,25.7,0.79,0.65,238065
1,RUN,26.0,1.44,1.18,238569
1,RUN,23.0,0.86,0.71,239074
1,RUN,24.8,0.81,0.66,239578
1,RUN,23.1,1.32,1.08,240082
1,RUN,26.0,1.03,0.84,240587
1,RUN,26.3,1.31,1.07,241091
1,RUN,23.8,1.12,0.92,241596
1,RUN,24.0,1.0,0.82,242100
1,RUN,24.4,0.51,0.42,242605
1,STOP,26.4,1.27,1.04,243108
1,RUN,23.3,0.74,0.61,243613
1,RUN,24.0,1.13,0.93,244118
1,STOP,26.4,1.04,0.85,244622
1,RUN,24.2,1.17,0.96,245127
1,STOP,25.5,1.3,1.07,245632
1,RUN,26.5,0.98,0.8,246135
1,STOP,25.6,1.04,0.85,246640
1,RUN,25.5,0.81,0.66,247144
1,STOP,23.4,0.76,0.62,247649
1,RUN,26.4,0.76,0.62,248154
1,RUN,25.0,1.15,0.94,248657
1,RUN,23.5,0.9,0.74,249162
1,RUN,25.6,0.96,0.79,249666
1,RUN,24.4,1.23,1.01,250171
1,RUN,24.9,0.68,0.56,250676
1,RUN,23.5,0.76,0.62,251180
1,RUN,25.0,1.45,1.19,251684
1,RUN,24.5,0.8,0.66,252188
1,RUN,26.4,1.45,1.19,252693
1,RUN,25.9,1.25,1.02,253197
1,RUN,25.0,0.82,0.67,253702
1,RUN,25.2,1.36,1.12,254206
1,STOP,26.0,1.38,1.13,254710
1,RUN,25.5,1.1,0.9,255215
1,STOP,26.6,0.79,0.65,255719
1,RUN,24.6,1.28,1.05,256224
1,RUN,26.0,1.02,0.84,256729
1,RUN,26.2,0.96,0.79,257232
1,RUN,24.7,0.87,0.71,257737
1,RUN,24.5,0.93,0.76,258241
1,RUN,25.1,1.17,0.96,258746
1,RUN,26.8,1.32,1.08,259251
1,STOP,24.1,0.55,0.45,259755
1,STOP,23.9,1.33,1.09,260259
1,STOP,25.2,0.58,0.48,260763
1,STOP,26.3,1.46,1.2,261268
1,RUN,25.1,0.53,0.43,261773
1,RUN,25.6,0.92,0.75,262277
1,RUN,24.1,0.64,0.52,262781
1,RUN,24.7,0.86,0.71,263285
1,RUN,23.3,0.64,0.52,263790
1,STOP,23.3,0.97,0.8,264295
1,RUN,26.1,1.39,1.14,264799
1,RUN,23.6,1.25,1.02,265304
1,RUN,24.6,1.33,1.09,265807
1,RUN,24.7,0.64,0.52,266312
1,RUN,24.2,1.14,0.93,266817
1,RUN,26.2,0.9,0.74,267321
1,RUN,26.8,1.14,0.93,267826
1,STOP,23.0,0.6,0.49,268329
1,RUN,24.2,0.63,0.52,268834
1,RUN,25.7,0.57,0.47,269339
1,RUN,23.2,0.58,0.48,269843
1,STOP,24.5,1.25,1.02,270348
1,RUN,26.6,1.47,1.21,270852
1,RUN,23.5,1.18,0.97,271356
1,RUN,26.0,1.44,1.18,271861
1,RUN,24.2,0.58,0.48,272365
1,RUN,23.4,0.74,0.61,272870
1,STOP,25.7,0.93,0.76,273374
1,RUN,25.9,1.35,1.11,273879
1,STOP,26.9,1.21,0.99,274383
1,RUN,25.7,0.88,0.72,274887
1,RUN,24.6,1.49,1.22,275392
1,RUN,26.5,1.42,1.16,275896
1,STOP,24.3,1.01,0.83,276401
1,RUN,25.0,1.03,0.84,276905
1,STOP,25.6,0.9,0.74,277409
1,STOP,23.8,1.19,0.98,277914
1,RUN,25.8,1.08,0.89,278419
1,RUN,23.1,0.67,0.55,278923
1,RUN,24.5,0.62,0.51,279428
1,RUN,23.4,0.75,0.61,279931
1,STOP,24.7,1.17,0.96,280436
1,RUN,25.7,1.1,0.9,280941
1,RUN,24.9,1.4,1.15,281445
1,RUN,23.9,1.08,0.89,281950
1,RUN,26.0,0.58,0.48,282454
1,RUN,23.9,1.11,0.91,282958
1,RUN,23.4,1.24,1.02,283462
1,RUN,23.2,1.27,1.04,283967
1,STOP,23.4,1.31,1.07,284472
1,STOP,24.5,0.82,0.67,284976
1,RUN,25.1,0.53,0.43,285480
1,STOP,26.8,1.49,1.22,285985
1,RUN,26.9,1.19,0.98,286489
1,RUN,25.9,0.66,0.54,286994
1,RUN,23.4,1.17,0.96,287498
1,RUN,26.9,1.05,0.86,288003
1,RUN,23.3,1.01,0.83,288507
1,STOP,26.9,1.39,1.14,289011
1,RUN,23.5,1.29,1.06,289516
1,RUN,23.6,1.36,1.12,290020
1,RUN,26.3,1.12,0.92,290525
1,STOP,24.4,0.86,0.71,291028
1,RUN,25.4,1.26,1.03,291533
1,RUN,26.4,1.12,0.92,292038
1,RUN,24.3,0.85,0.7,292542
1,RUN,24.8,1.15,0.94,293047
1,RUN,26.9,1.29,1.06,293551
1,STOP,26.1,1.29,1.06,294055
1,RUN,25.4,1.02,0.84,294560
1,RUN,24.1,0.99,0.81,295064
1,STOP,26.4,1.01,0.83,295569
1,RUN,23.4,1.43,1.17,296074
1,STOP,24.8,0.73,0.6,296578
1,STOP,23.9,0.52,0.43,297082
1,RUN,24.3,0.69,0.57,297586
1,STOP,24.4,0.59,0.48,298091
1,RUN,23.7,0.86,0.71,298596
1,RUN,25.1,1.44,1.18,299100
1,RUN,26.0,1.48,1.21,299604
1,STOP,24.7,1.38,1.13,300108
1,RUN,26.7,1.46,1.2,300613
1,STOP,26.6,0.66,0.54,301118
1,RUN,24.6,0.79,0.65,301622
1,STOP,26.6,1.02,0.84,302127
1,STOP,26.8,0.61,0.5,302631
1,RUN,25.8,0.5,0.41,303135
1,STOP,23.1,0.76,0.62,303640
1,RUN,24.9,1.28,1.05,304145
1,RUN,24.6,0.56,0.46,304649
1,RUN,24.0,1.18,0.97,305154
1,RUN,25.4,0.66,0.54,305657
1,RUN,24.8,0.94,0.77,306162
1,RUN,25.1,0.85,0.7,306666
1,STOP,26.0,1.15,0.94,307171
1,RUN,24.6,1.03,0.84,307676
1,RUN,25.0,1.35,1.11,308179
1,STOP,25.4,0.59,0.48,308684
1,RUN,26.6,1.48,1.21,309188
1,RUN,25.6,1.31,1.07,309693
1,RUN,24.5,1.38,1.13,310198
1,RUN,25.6,1.45,1.19,310702
1,RUN,23.2,0.91,0.75,311206
1,RUN,23.0,0.84,0.69,311710
1,RUN,24.6,1.2,0.98,312215
1,RUN,23.2,0.51,0.42,312720
1,RUN,23.0,0.71,0.58,313224
1,STOP,25.5,1.01,0.83,313729
1,STOP,23.8,1.41,1.16,314232
1,RUN,26.7,1.12,0.92,314737
1,STOP,26.1,1.09,0.89,315242
1,RUN,26.9,0.56,0.46,315746
1,RUN,26.8,0.72,0.59,316251
1,RUN,25.1,0.75,0.61,316754
1,RUN,23.3,1.44,1.18,317259
1,RUN,23.1,1.13,0.93,317764
1,RUN,23.0,1.02,0.84,318268
1,STOP,25.1,1.05,0.86,318773
1,RUN,25.4,1.49,1.22,319277
1,STOP,23.6,0.82,0.67,319781
1,RUN,25.2,1.49,1.22,320286
1,STOP,24.2,0.96,0.79,320790
1,STOP,26.5,0.92,0.75,321295
1,RUN,24.4,0.92,0.75,321800
1,RUN,24.4,1.21,0.99,322304
1,RUN,25.0,0.53,0.43,322808
1,RUN,24.4,0.6,0.49,323312
1,RUN,25.7,0.88,0.72,323817
1,RUN,24.8,1.32,1.08,324321
1,STOP,25.2,0.67,0.55,324826
1,RUN,25.5,0.76,0.62,325330
1,RUN,23.3,1.1,0.9,325834
1,RUN,26.4,1.4,1.15,326339
1,RUN,26.3,1.15,0.94,326843
1,STOP,26.1,0.83,0.68,327348
1,RUN,26.1,0.83,0.68,327853
1,RUN,26.9,0.52,0.43,328356
1,RUN,25.6,0.78,0.64,328861
1,RUN,25.8,1.36,1.12,329365
1,RUN,25.2,1.06,0.87,329870
1,RUN,23.4,1.27,1.04,330375
1,RUN,25.7,0.57,0.47,330878
1,RUN,23.9,1.18,0.97,331383
1,RUN,23.3,0.94,0.77,331887
1,RUN,25.7,0.87,0.71,332392
1,RUN,24.9,1.38,1.13,332896
1,RUN,26.2,1.39,1.14,333401
1,RUN,23.1,1.39,1.14,333905
1,RUN,24.6,0.66,0.54,334409
