machine_id,status,temperature,vibration,vibration_rms,timestamp
1,RUN,24.6,1.37,1.12,1970-01-01 00:00:00.000067074
1,RUN,25.4,1.05,0.86,1970-01-01 00:00:00.000067577
1,RUN,24.9,0.95,0.78,1970-01-01 00:00:00.000068082
1,RUN,26.6,1.04,0.85,1970-01-01 00:00:00.000068586
1,STOP,24.9,1.19,0.98,1970-01-01 00:00:00.000069091
1,STOP,25.1,0.88,0.72,1970-01-01 00:00:00.000069595
1,RUN,26.1,1.19,0.98,1970-01-01 00:00:00.000070099
1,RUN,23.0,1.15,0.94,1970-01-01 00:00:00.000070604
1,STOP,24.1,0.5,0.41,1970-01-01 00:00:00.000071108
1,RUN,23.1,1.28,1.05,1970-01-01 00:00:00.000071613
1,STOP,26.8,0.61,0.5,1970-01-01 00:00:00.000072117
1,RUN,26.7,1.21,0.99,1970-01-01 00:00:00.000072622
1,RUN,24.4,0.91,0.75,1970-01-01 00:00:00.000073125
1,RUN,25.2,0.91,0.75,1970-01-01 00:00:00.000073630
1,RUN,26.8,1.48,1.21,1970-01-01 00:00:00.000074134
1,RUN,26.2,0.9,0.74,1970-01-01 00:00:00.000074639
1,RUN,24.6,1.21,0.99,1970-01-01 00:00:00.000075143
1,RUN,23.6,0.59,0.48,1970-01-01 00:00:00.000075648
1,RUN,24.0,0.7,0.57,1970-01-01 00:00:00.000076151
1,RUN,24.2,1.37,1.12,1970-01-01 00:00:00.000076656
1,RUN,24.0,1.19,0.98,1970-01-01 00:00:00.000077160
1,STOP,25.3,1.2,0.98,1970-01-01 00:00:00.000077665
1,RUN,23.6,0.69,0.57,1970-01-01 00:00:00.000078169
1,RUN,26.1,0.81,0.66,1970-01-01 00:00:00.000078673
1,RUN,23.8,0.51,0.42,1970-01-01 00:00:00.000079177
1,RUN,24.5,1.48,1.21,1970-01-01 00:00:00.000079682
1,RUN,24.9,0.52,0.43,1970-01-01 00:00:00.000080186
1,RUN,24.2,1.36,1.12,1970-01-01 00:00:00.000080691
1,RUN,26.9,1.25,1.02,1970-01-01 00:00:00.000081195
1,RUN,25.8,0.92,0.75,1970-01-01 00:00:00.000081699
1,RUN,25.9,0.73,0.6,1970-01-01 00:00:00.000082203
1,RUN,25.4,1.29,1.06,1970-01-01 00:00:00.000082708
1,RUN,26.4,1.23,1.01,1970-01-01 00:00:00.000083212
1,RUN,24.1,1.4,1.15,1970-01-01 00:00:00.000083717
1,RUN,23.5,0.59,0.48,1970-01-01 00:00:00.000084220
1,RUN,25.7,1.44,1.18,1970-01-01 00:00:00.000084725
1,RUN,24.5,0.53,0.43,1970-01-01 00:00:00.000085229
1,STOP,23.1,0.67,0.55,1970-01-01 00:00:00.000085734
1,RUN,23.5,1.48,1.21,1970-01-01 00:00:00.000086238
1,RUN,24.8,1.26,1.03,1970-01-01 00:00:00.000086743
1,STOP,23.6,1.25,1.02,1970-01-01 00:00:00.000087246
1,RUN,26.1,1.14,0.93,1970-01-01 00:00:00.000087751
1,RUN,26.0,0.75,0.61,1970-01-01 00:00:00.000088255
1,RUN,24.0,1.19,0.98,1970-01-01 00:00:00.000088760
1,STOP,25.3,0.87,0.71,1970-01-01 00:00:00.000089264
1,STOP,26.7,0.54,0.44,1970-01-01 00:00:00.000089768
1,RUN,26.9,1.01,0.83,1970-01-01 00:00:00.000090272
1,RUN,23.8,1.48,1.21,1970-01-01 00:00:00.000090777
1,RUN,24.5,0.83,0.68,1970-01-01 00:00:00.000091281
1,RUN,23.3,1.1,0.9,1970-01-01 00:00:00.000091786
1,RUN,24.4,1.44,1.18,1970-01-01 00:00:00.000092290
1,RUN,26.7,0.98,0.8,1970-01-01 00:00:00.000092794
1,RUN,24.6,1.22,1.0,1970-01-01 00:00:00.000093298
1,STOP,23.4,0.71,0.58,1970-01-01 00:00:00.000093803
1,STOP,25.3,0.65,0.53,1970-01-01 00:00:00.000094307
1,RUN,26.6,1.3,1.07,1970-01-01 00:00:00.000094812
1,RUN,26.1,1.18,0.97,1970-01-01 00:00:00.000095315
1,RUN,24.1,0.98,0.8,1970-01-01 00:00:00.000095820
1,RUN,25.6,1.38,1.13,1970-01-01 00:00:00.000096324
1,RUN,23.8,0.74,0.61,1970-01-01 00:00:00.000096829
1,RUN,24.4,0.88,0.72,1970-01-01 00:00:00.000097333
1,STOP,25.3,1.21,0.99,1970-01-01 00:00:00.000097838
1,RUN,23.4,0.58,0.48,1970-01-01 00:00:00.000098342
1,RUN,24.0,0.82,0.67,1970-01-01 00:00:00.000098846
1,STOP,24.6,1.14,0.93,1970-01-01 00:00:00.000099350
1,RUN,26.6,1.19,0.98,1970-01-01 00:00:00.000099855
1,RUN,23.3,0.9,0.74,1970-01-01 00:00:00.000100360
1,RUN,23.0,1.45,1.19,1970-01-01 00:00:00.000100864
1,RUN,25.5,1.24,1.02,1970-01-01 00:00:00.000101368
1,RUN,24.8,1.16,0.95,1970-01-01 00:00:00.000101872
1,RUN,25.5,0.83,0.68,1970-01-01 00:00:00.000102377
1,RUN,24.2,1.34,1.1,1970-01-01 00:00:00.000102881
1,RUN,23.9,1.46,1.2,1970-01-01 00:00:00.000103386
1,RUN,24.0,0.89,0.73,1970-01-01 00:00:00.000103890
1,STOP,24.6,1.02,0.84,1970-01-01 00:00:00.000104394
1,RUN,23.0,1.09,0.89,1970-01-01 00:00:00.000104899
1,STOP,25.1,0.53,0.43,1970-01-01 00:00:00.000105403
1,RUN,25.6,1.36,1.12,1970-01-01 00:00:00.000105908
1,RUN,26.7,0.75,0.61,1970-01-01 00:00:00.000106413
1,RUN,24.8,1.16,0.95,1970-01-01 00:00:00.000106916
1,RUN,26.7,1.11,0.91,1970-01-01 00:00:00.000107421
1,RUN,26.0,0.8,0.66,1970-01-01 00:00:00.000107925
1,RUN,24.0,1.03,0.84,1970-01-01 00:00:00.000108430
1,RUN,24.1,0.64,0.52,1970-01-01 00:00:00.000108935
1,RUN,25.2,1.21,0.99,1970-01-01 00:00:00.000109438
1,STOP,24.5,1.37,1.12,1970-01-01 00:00:00.000109943
1,RUN,26.9,0.76,0.62,1970-01-01 00:00:00.000110447
1,RUN,26.0,1.39,1.14,1970-01-01 00:00:00.000110952
1,STOP,23.6,0.69,0.57,1970-01-01 00:00:00.000111457
1,RUN,24.1,1.08,0.89,1970-01-01 00:00:00.000111961
1,RUN,26.0,0.9,0.74,1970-01-01 00:00:00.000112465
1,RUN,23.4,1.08,0.89,1970-01-01 00:00:00.000112969
1,RUN,23.6,0.81,0.66,1970-01-01 00:00:00.000113474
1,RUN,24.6,0.65,0.53,1970-01-01 00:00:00.000113979
1,RUN,23.3,1.1,0.9,1970-01-01 00:00:00.000114483
1,RUN,23.4,1.45,1.19,1970-01-01 00:00:00.000114988
1,STOP,24.9,1.48,1.21,1970-01-01 00:00:00.000115491
1,RUN,24.3,0.75,0.61,1970-01-01 00:00:00.000115996
1,RUN,25.4,0.97,0.8,1970-01-01 00:00:00.000116501
1,RUN,23.7,1.45,1.19,1970-01-01 00:00:00.000117005
1,RUN,24.9,1.11,0.91,1970-01-01 00:00:00.000117510
1,STOP,23.2,0.82,0.67,1970-01-01 00:00:00.000118013
1,RUN,23.4,0.6,0.49,1970-01-01 00:00:00.000118518
1,RUN,25.4,0.92,0.75,1970-01-01 00:00:00.000119023
1,RUN,26.5,0.76,0.62,1970-01-01 00:00:00.000119527
1,STOP,25.3,1.38,1.13,1970-01-01 00:00:00.000120032
1,RUN,26.3,1.02,0.84,1970-01-01 00:00:00.000120536
1,RUN,25.3,0.6,0.49,1970-01-01 00:00:00.000121040
1,RUN,23.2,1.38,1.13,1970-01-01 00:00:00.000121544
1,RUN,26.5,0.86,0.71,1970-01-01 00:00:00.000122049
1,STOP,26.5,0.59,0.48,1970-01-01 00:00:00.000122554
1,RUN,26.1,0.87,0.71,1970-01-01 00:00:00.000123058
1,RUN,25.2,0.81,0.66,1970-01-01 00:00:00.000123563
1,RUN,23.0,0.81,0.66,1970-01-01 00:00:00.000124066
1,RUN,24.4,1.39,1.14,1970-01-01 00:00:00.000124571
1,RUN,23.6,0.93,0.76,1970-01-01 00:00:00.000125076
1,RUN,24.5,0.73,0.6,1970-01-01 00:00:00.000125580
1,RUN,23.4,1.29,1.06,1970-01-01 00:00:00.000126085
1,RUN,26.9,1.47,1.21,1970-01-01 00:00:00.000126588
1,RUN,23.2,0.71,0.58,1970-01-01 00:00:00.000127093
1,RUN,26.0,0.59,0.48,1970-01-01 00:00:00.000127598
1,RUN,24.0,0.84,0.69,1970-01-01 00:00:00.000128102
1,STOP,25.5,1.34,1.1,1970-01-01 00:00:00.000128607
1,RUN,25.1,0.99,0.81,1970-01-01 00:00:00.000129111
1,STOP,26.0,0.99,0.81,1970-01-01 00:00:00.000129615
1,STOP,24.3,0.94,0.77,1970-01-01 00:00:00.000130120
1,RUN,24.5,1.16,0.95,1970-01-01 00:00:00.000130624
1,RUN,23.8,0.84,0.69,1970-01-01 00:00:00.000131129
1,RUN,26.9,1.01,0.83,1970-01-01 00:00:00.000131633
1,STOP,24.8,1.39,1.14,1970-01-01 00:00:00.000132137
1,RUN,24.0,1.26,1.03,1970-01-01 00:00:00.000132642
1,RUN,26.9,0.85,0.7,1970-01-01 00:00:00.000133146
1,RUN,26.3,1.02,0.84,1970-01-01 00:00:00.000133651
1,RUN,26.8,1.17,0.96,1970-01-01 00:00:00.000134155
1,RUN,26.4,1.23,1.01,1970-01-01 00:00:00.000134660
1,RUN,24.4,0.8,0.66,1970-01-01 00:00:00.000135164
1,RUN,24.3,1.06,0.87,1970-01-01 00:00:00.000135668
1,RUN,23.4,0.85,0.7,1970-01-01 00:00:00.000136173
1,RUN,24.8,0.66,0.54,1970-01-01 00:00:00.000136677
1,RUN,24.1,1.48,1.21,1970-01-01 00:00:00.000137182
1,RUN,23.6,1.0,0.82,1970-01-01 00:00:00.000137686
1,STOP,26.0,0.76,0.62,1970-01-01 00:00:00.000138190
1,RUN,23.0,1.13,0.93,1970-01-01 00:00:00.000138695
1,STOP,23.9,0.99,0.81,1970-01-01 00:00:00.000139199
1,RUN,25.3,1.05,0.86,1970-01-01 00:00:00.000139704
1,RUN,25.8,1.41,1.16,1970-01-01 00:00:00.000140209
1,RUN,23.3,1.17,0.96,1970-01-01 00:00:00.000140712
1,RUN,24.9,0.78,0.64,1970-01-01 00:00:00.000141217
1,RUN,24.1,0.6,0.49,1970-01-01 00:00:00.000141721
1,RUN,25.4,0.62,0.51,1970-01-01 00:00:00.000142226
1,RUN,24.2,0.72,0.59,1970-01-01 00:00:00.000142730
1,RUN,24.9,1.25,1.02,1970-01-01 00:00:00.000143235
1,RUN,26.9,0.55,0.45,1970-01-01 00:00:00.000143739
1,RUN,23.5,0.72,0.59,1970-01-01 00:00:00.000144243
1,STOP,26.9,1.18,0.97,1970-01-01 00:00:00.000144748
1,RUN,25.3,1.21,0.99,1970-01-01 00:00:00.000145252
1,STOP,23.6,0.57,0.47,1970-01-01 00:00:00.000145757
1,RUN,23.4,1.2,0.98,1970-01-01 00:00:00.000146262
1,RUN,24.1,0.5,0.41,1970-01-01 00:00:00.000146765
1,RUN,25.9,0.51,0.42,1970-01-01 00:00:00.000147270
1,RUN,26.4,0.75,0.61,1970-01-01 00:00:00.000147774
1,RUN,25.4,1.16,0.95,1970-01-01 00:00:00.000148279
1,RUN,24.1,0.5,0.41,1970-01-01 00:00:00.000148784
1,RUN,24.0,1.41,1.16,1970-01-01 00:00:00.000149287
1,RUN,26.8,0.89,0.73,1970-01-01 00:00:00.000149792
1,STOP,23.7,0.65,0.53,1970-01-01 00:00:00.000150296
1,RUN,25.0,1.19,0.98,1970-01-01 00:00:00.000150801
1,RUN,24.9,1.33,1.09,1970-01-01 00:00:00.000151305
1,RUN,24.3,0.79,0.65,1970-01-01 00:00:00.000151810
1,RUN,23.2,1.41,1.16,1970-01-01 00:00:00.000152314
1,RUN,26.1,0.65,0.53,1970-01-01 00:00:00.000152818
1,STOP,26.4,0.77,0.63,1970-01-01 00:00:00.000153323
1,RUN,26.6,0.82,0.67,1970-01-01 00:00:00.000153827
1,RUN,24.3,1.17,0.96,1970-01-01 00:00:00.000154332
1,RUN,23.2,1.26,1.03,1970-01-01 00:00:00.000154836
1,RUN,24.3,1.02,0.84,1970-01-01 00:00:00.000155340
1,RUN,25.8,1.14,0.93,1970-01-01 00:00:00.000155845
1,RUN,23.8,0.74,0.61,1970-01-01 00:00:00.000156349
1,RUN,23.8,1.47,1.21,1970-01-01 00:00:00.000156854
1,RUN,26.7,1.07,0.88,1970-01-01 00:00:00.000157359
1,RUN,25.4,1.13,0.93,1970-01-01 00:00:00.000157862
1,RUN,23.8,0.61,0.5,1970-01-01 00:00:00.000158367
1,RUN,24.7,0.66,0.54,1970-01-01 00:00:00.000158871
1,RUN,24.0,0.54,0.44,1970-01-01 00:00:00.000159376
1,RUN,26.7,1.0,0.82,1970-01-01 00:00:00.000159880
1,RUN,23.4,1.23,1.01,1970-01-01 00:00:00.000160385
1,RUN,23.6,1.49,1.22,1970-01-01 00:00:00.000160889
1,STOP,24.6,0.94,0.77,1970-01-01 00:00:00.000161393
1,RUN,26.1,0.71,0.58,1970-01-01 00:00:00.000161898
1,RUN,26.5,0.96,0.79,1970-01-01 00:00:00.000162402
1,RUN,25.8,0.77,0.63,1970-01-01 00:00:00.000162907
1,RUN,23.3,1.07,0.88,1970-01-01 00:00:00.000163411
1,RUN,23.9,1.04,0.85,1970-01-01 00:00:00.000163915
1,RUN,26.0,1.28,1.05,1970-01-01 00:00:00.000164420
1,RUN,26.6,1.33,1.09,1970-01-01 00:00:00.000164924
1,RUN,23.6,0.61,0.5,1970-01-01 00:00:00.000165429
1,RUN,23.7,1.01,0.83,1970-01-01 00:00:00.000165933
1,RUN,24.1,0.73,0.6,1970-01-01 00:00:00.000166437
1,RUN,23.0,0.58,0.48,1970-01-01 00:00:00.000166942
1,RUN,26.7,1.3,1.07,1970-01-01 00:00:00.000167446
1,STOP,25.3,1.29,1.06,1970-01-01 00:00:00.000167951
1,RUN,26.1,1.33,1.09,1970-01-01 00:00:00.000168455
1,RUN,23.6,1.24,1.02,1970-01-01 00:00:00.000168960
1,RUN,26.7,1.48,1.21,1970-01-01 00:00:00.000169464
1,RUN,24.3,0.71,0.58,1970-01-01 00:00:00.000169968
1,RUN,25.3,0.59,0.48,1970-01-01 00:00:00.000170473
1,RUN,25.8,0.74,0.61,1970-01-01 00:00:00.000170977
1,RUN,23.3,1.3,1.07,1970-01-01 00:00:00.000171482
1,RUN,23.3,0.79,0.65,1970-01-01 00:00:00.000171985
1,RUN,26.2,1.49,1.22,1970-01-01 00:00:00.000172490
1,RUN,23.9,0.77,0.63,1970-01-01 00:00:00.000172995
1,RUN,23.9,0.91,0.75,1970-01-01 00:00:00.000173499
1,RUN,26.7,0.92,0.75,1970-01-01 00:00:00.000174004
1,RUN,26.8,1.04,0.85,1970-01-01 00:00:00.000174508
1,RUN,26.9,1.06,0.87,1970-01-01 00:00:00.000175012
1,RUN,26.5,0.87,0.71,1970-01-01 00:00:00.000175517
1,RUN,25.2,0.95,0.78,1970-01-01 00:00:00.000176021
1,RUN,26.4,1.05,0.86,1970-01-01 00:00:00.000176526
1,RUN,24.6,1.43,1.17,1970-01-01 00:00:00.000177030
1,STOP,25.6,0.98,0.8,1970-01-01 00:00:00.000177534
1,STOP,25.3,0.71,0.58,1970-01-01 00:00:00.000178039
1,RUN,26.7,0.85,0.7,1970-01-01 00:00:00.000178543
1,RUN,26.1,1.21,0.99,1970-01-01 00:00:00.000179048
1,STOP,23.8,0.82,0.67,1970-01-01 00:00:00.000179552
1,RUN,25.7,0.63,0.52,1970-01-01 00:00:00.000180057
1,RUN,26.4,0.5,0.41,1970-01-01 00:00:00.000180561
1,STOP,24.0,1.24,1.02,1970-01-01 00:00:00.000181065
1,RUN,26.4,1.48,1.21,1970-01-01 00:00:00.000181570
1,RUN,23.1,0.6,0.49,1970-01-01 00:00:00.000182074
1,RUN,26.0,1.25,1.02,1970-01-01 00:00:00.000182579
1,RUN,25.7,0.62,0.51,1970-01-01 00:00:00.000183084
1,RUN,26.0,0.85,0.7,1970-01-01 00:00:00.000183587
1,RUN,26.4,1.08,0.89,1970-01-01 00:00:00.000184092
1,STOP,25.6,0.92,0.75,1970-01-01 00:00:00.000184596
1,RUN,24.8,1.17,0.96,1970-01-01 00:00:00.000185101
1,RUN,24.9,0.67,0.55,1970-01-01 00:00:00.000185606
1,RUN,26.0,1.39,1.14,1970-01-01 00:00:00.000186109
1,STOP,26.0,1.25,1.02,1970-01-01 00:00:00.000186614
1,STOP,24.8,0.56,0.46,1970-01-01 00:00:00.000187118
1,RUN,25.5,0.71,0.58,1970-01-01 00:00:00.000187623
1,RUN,24.1,1.46,1.2,1970-01-01 00:00:00.000188128
1,RUN,25.9,1.42,1.16,1970-01-01 00:00:00.000188632
1,RUN,24.8,1.18,0.97,1970-01-01 00:00:00.000189136
1,RUN,25.3,1.15,0.94,1970-01-01 00:00:00.000189640
1,RUN,23.0,1.26,1.03,1970-01-01 00:00:00.000190145
1,RUN,23.5,1.02,0.84,1970-01-01 00:00:00.000190650
1,RUN,24.2,0.99,0.81,1970-01-01 00:00:00.000191154
1,STOP,24.7,1.4,1.15,1970-01-01 00:00:00.000191659
1,RUN,24.8,1.21,0.99,1970-01-01 00:00:00.000192162
1,RUN,23.8,1.33,1.09,1970-01-01 00:00:00.000192667
1,RUN,24.8,1.33,1.09,1970-01-01 00:00:00.000193172
1,RUN,23.9,0.88,0.72,1970-01-01 00:00:00.000193676
1,RUN,26.7,0.82,0.67,1970-01-01 00:00:00.000194181
1,RUN,24.6,1.06,0.87,1970-01-01 00:00:00.000194684
1,RUN,26.1,0.69,0.57,1970-01-01 00:00:00.000195189
1,RUN,24.1,1.19,0.98,1970-01-01 00:00:00.000195693
1,RUN,26.9,0.6,0.49,1970-01-01 00:00:00.000196198
1,STOP,24.3,1.21,0.99,1970-01-01 00:00:00.000196703
1,RUN,26.4,1.4,1.15,1970-01-01 00:00:00.000197207
1,RUN,24.3,0.7,0.57,1970-01-01 00:00:00.000197711
1,RUN,23.2,0.6,0.49,1970-01-01 00:00:00.000198215
1,RUN,26.4,0.79,0.65,1970-01-01 00:00:00.000198720
1,RUN,25.0,1.05,0.86,1970-01-01 00:00:00.000199225
1,RUN,25.7,0.89,0.73,1970-01-01 00:00:00.000199729
1,RUN,25.9,0.57,0.47,1970-01-01 00:00:00.000200233
